Match Number,Federation,Series,Tournament,Location,Court,Surface,Round,Best of,Date GMT,Time GMT,Player ,Opponent,Player Rank,Opponent Rank,Player Ranking Points,Opponent Ranking Points,Result,Player Age,Player Aces,Player Double Faults,Player Serves,Player 1st Serve In,Player 1st Serve Won,Player 2nd Serve Won,Player 1st Serve Fault 
8397,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,2nd Round,3,8/8/13,01:00:00,Cirstea S.,Wozniacki C.,27,10,1710,3660,Win,23.32922656,4,3,129,84,53,19,0.348837209
8398,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,3rd Round,3,8/8/13,21:00:00,Cirstea S.,Jankovic J.,27,14,1710,2865,Win,23.32922656,5,2,63,39,32,6,0.380952381
8399,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,Quarterfinals,3,8/9/13,20:15:00,Cirstea S.,Kvitova P.,27,7,1710,4385,Win,23.32922656,3,3,86,56,37,13,0.348837209
8400,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,Semifinals,3,8/10/13,18:05:00,Cirstea S.,Li N.,27,5,1710,5555,Win,23.32922656,1,4,69,40,26,19,0.420289855
8401,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,The Final,3,8/11/13,18:05:00,Cirstea S.,Williams S.,27,1,1710,11245,Loss,23.32922656,0,4,46,23,13,4,0.5
8402,WTA,Premier,New Haven Open at Yale,New Haven,Outdoor,Hard,1st Round,3,8/19/13,17:05:00,Cirstea S.,Pavlyuchenkova A.,21,34,2260,1441,Loss,23.36755647,0,2,19,12,6,1,0.368421053
8403,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/26/13,19:05:00,Cirstea S.,Fichman S.,22,95,2250,700,Win,23.38672142,5,1,95,54,38,18,0.431578947
8404,WTA,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,3,8/29/13,16:05:00,Cirstea S.,Nara K.,22,109,2250,629,Loss,23.38672142,2,2,59,34,19,6,0.423728814
8405,WTA,International,Guangzhou Open,Guangzhou,Outdoor,Hard,1st Round,3,9/17/13,07:05:00,Cirstea S.,Jovanovski B.,22,41,2250,1265,Loss,23.44421629,3,10,57,30,13,10,0.473684211
8406,WTA,Premier,Toray Pan Pacific Open,Tokyo,Outdoor,Hard,1st Round,3,9/22/13,03:05:00,Cirstea S.,Goerges J.,21,48,2180,1210,Win,23.46338125,2,3,80,40,29,20,0.5
8407,WTA,Premier,Toray Pan Pacific Open,Tokyo,Outdoor,Hard,2nd Round,3,9/24/13,03:05:00,Cirstea S.,Doi M.,21,95,2180,709,Win,23.46338125,4,1,50,29,21,12,0.42
8408,WTA,Premier,Toray Pan Pacific Open,Tokyo,Outdoor,Hard,3rd Round,3,9/26/13,03:05:00,Cirstea S.,Kuznetsova S.,21,27,2180,1839,Loss,23.46338125,2,2,59,32,21,10,0.457627119
8409,WTA,Premier,China Open,Beijing,Outdoor,Hard,1st Round,3,9/30/13,05:35:00,Cirstea S.,Jovanovski B.,21,39,2245,1395,Loss,23.4825462,0,6,64,32,11,12,0.5
8410,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,1st Round,3,10/8/13,18:05:00,Cirstea S.,Mayr P.,21,107,2170,628,Loss,23.50171116,6,3,92,45,31,20,0.510869565
8411,WTA,International,ASB Classic,Auckland,Outdoor,Hard,1st Round,3,12/31/13,00:20:00,Cirstea S.,Fichman S.,22,116,2170,576,Loss,23.73169062,0,3,43,22,13,10,0.488372093
8412,WTA,Premier,Apai International,Sydney,Outdoor,Hard,1st Round,3,1/6/14,01:35:00,Cirstea S.,Pironkova T.,22,107,2170,611,Loss,23.75085558,2,3,51,23,15,9,0.549019608
8413,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/14/14,05:55:00,Cirstea S.,Erakovic M.,21,52,2170,1121,Loss,23.77002053,5,1,69,39,25,13,0.434782609
8414,WTA,International,Pattaya Women's Open,Pattaya,Outdoor,Hard,1st Round,3,1/28/14,14:00:00,Cirstea S.,Schmiedlova A.,23,75,2020,822,Win,23.80835044,5,5,59,32,27,12,0.457627119
8415,WTA,International,Pattaya Women's Open,Pattaya,Outdoor,Hard,2nd Round,3,1/29/14,11:25:00,Cirstea S.,Riske A.,23,47,2020,1190,Win,23.80835044,2,3,68,36,29,14,0.470588235
8416,WTA,International,Pattaya Women's Open,Pattaya,Outdoor,Hard,Quarterfinals,3,1/31/14,08:05:00,Cirstea S.,Pliskova Ka.,23,66,2020,914,Loss,23.80835044,5,7,79,39,26,19,0.506329114
8417,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,1st Round,3,2/11/14,13:10:00,Cirstea S.,Kudryavtseva A.,26,125,1950,497,Win,23.84668036,1,10,86,43,29,19,0.5
8418,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,2nd Round,3,2/12/14,20:00:00,Cirstea S.,Radwanska A.,26,4,1950,5750,Loss,23.84668036,1,6,49,26,16,6,0.469387755
8419,WTA,Premier,Dubai Duty Free Tennis Championships,Dubai,Outdoor,Hard,1st Round,3,2/17/14,16:35:00,Cirstea S.,Vinci R.,27,14,1940,3020,Win,23.86584531,0,4,55,35,24,8,0.363636364
8420,WTA,Premier,Dubai Duty Free Tennis Championships,Dubai,Outdoor,Hard,2nd Round,3,2/19/14,15:05:00,Cirstea S.,Errani S.,27,10,1940,4390,Win,23.86584531,2,3,99,63,36,22,0.363636364
8421,WTA,Premier,Dubai Duty Free Tennis Championships,Dubai,Outdoor,Hard,Quarterfinals,3,2/20/14,12:10:00,Cirstea S.,Wozniacki C.,27,11,1940,3200,Loss,23.86584531,0,5,45,30,15,4,0.333333333
8422,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/9/14,00:40:00,Cirstea S.,Giorgi C.,27,79,1980,753,Loss,23.90417522,0,2,91,55,30,17,0.395604396
8423,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/20/14,15:05:00,Cirstea S.,Pironkova T.,26,47,1910,1200,Loss,23.94250513,3,4,61,30,21,13,0.508196721
8424,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,2nd Round,3,4/1/14,20:50:00,Cirstea S.,Pereira T.,27,99,1780,630,Loss,23.98083504,5,0,119,70,45,22,0.411764706
8425,WTA,Premier,Porsche Tennis Grand Prix,Stuttgart,Outdoor,Clay,1st Round,3,4/23/14,11:35:00,Cirstea S.,Goerges J.,27,94,1780,656,Loss,24.03832991,4,7,80,48,29,13,0.4
8426,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/4/14,10:05:00,Cirstea S.,Kvitova P.,27,6,1780,4295,Loss,24.07665982,5,6,117,70,39,22,0.401709402
8427,WTA,Premier,Internazionali BNL d'Italia,Rome,Outdoor,Clay,1st Round,3,5/13/14,10:05:00,Cirstea S.,Mchale C.,27,63,1710,915,Loss,24.09582478,5,0,75,49,32,10,0.346666667
8428,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,3,5/27/14,10:05:00,Cirstea S.,Wozniak A.,26,149,1710,416,Win,24.13415469,2,6,107,61,36,26,0.429906542
8429,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,3,5/29/14,15:15:00,Cirstea S.,Pereira T.,26,94,1710,663,Win,24.13415469,2,2,49,26,21,16,0.469387755
8430,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,3rd Round,3,5/31/14,12:45:00,Cirstea S.,Jankovic J.,26,7,1710,4255,Loss,24.13415469,1,2,62,40,16,8,0.35483871
8431,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,3,6/24/14,15:45:00,Cirstea S.,Duval V.,29,115,1611,550,Loss,24.21081451,2,1,76,49,35,13,0.355263158
8432,WTA,International,Baku Cup,Baku,Outdoor,Hard,1st Round,3,7/22/14,10:25:00,Cirstea S.,Jabeur O.,29,153,1521,391,Win,24.28747433,0,7,63,33,22,10,0.476190476
8433,WTA,International,Baku Cup,Baku,Outdoor,Hard,2nd Round,3,7/24/14,07:05:00,Cirstea S.,Voegele S.,29,72,1521,790,Loss,24.28747433,1,4,41,23,10,5,0.43902439
8434,WTA,International,Citi Open,Washington,Outdoor,Hard,1st Round,3,7/29/14,02:55:00,Cirstea S.,Bertens K.,35,77,1351,736,Win,24.30663929,1,12,96,49,30,18,0.489583333
8435,WTA,International,Citi Open,Washington,Outdoor,Hard,2nd Round,3,7/30/14,22:55:00,Cirstea S.,Jovanovski B.,35,36,1351,1350,Loss,24.30663929,2,11,107,55,36,22,0.485981308
8436,WTA,Premier,Rogers Cup,Montreal,Outdoor,Hard,1st Round,3,8/4/14,21:35:00,Cirstea S.,Safarova L.,36,17,1311,2675,Loss,24.32580424,4,2,61,34,21,11,0.442622951
8437,WTA,Premier,Western & Southern Financial Group Women's Open,Cincinnati,Outdoor,Hard,1st Round,3,8/12/14,00:25:00,Cirstea S.,Ivanovic A.,80,11,692,3605,Loss,24.3449692,2,2,52,30,13,11,0.423076923
8438,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/26/14,16:05:00,Cirstea S.,Watson H.,80,46,704,1095,Win,24.38329911,5,1,36,19,13,13,0.472222222
8439,WTA,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,3,8/29/14,02:20:00,Cirstea S.,Bouchard E.,80,8,704,4405,Loss,24.38329911,1,7,103,59,37,15,0.427184466
8440,WTA,International,Guangzhou Open,Guangzhou,Outdoor,Hard,1st Round,3,9/16/14,07:05:00,Cirstea S.,Martic P.,84,226,674,224,Loss,24.44079398,2,3,57,40,25,6,0.298245614
8441,WTA,International,Tianjin Open,Tianjin,Outdoor,Hard,1st Round,3,10/6/14,07:40:00,Cirstea S.,Linette M.,101,146,547,389,Win,24.49828884,0,0,0,0,0,0,N/A
8442,WTA,International,Tianjin Open,Tianjin,Outdoor,Hard,2nd Round,3,10/8/14,06:20:00,Cirstea S.,Hlavackova A.,101,174,547,309,Win,24.49828884,0,0,0,0,0,0,N/A
8443,WTA,International,Tianjin Open,Tianjin,Outdoor,Hard,Quarterfinals,3,10/10/14,07:15:00,Cirstea S.,Zheng S.,101,112,547,502,Loss,24.49828884,0,0,0,0,0,0,N/A
8444,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/19/15,,Cirstea S.,Panova A.,97,150,606,367,Loss,24.78576318,0,0,0,0,0,0,N/A
8445,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,1st Round,3,3/25/15,,Cirstea S.,Mchale C.,148,66,380,813,Loss,24.95824778,0,0,0,0,0,0,N/A
8446,WTA,International,Copa Claro Colsanitas,Bogota,Outdoor,Clay,1st Round,3,4/14/15,,Cirstea S.,Falconi I.,145,91,380,643,Loss,25.01574264,0,0,0,0,0,0,N/A
8447,WTA,International,Bucharest Open,Bucharest,Outdoor,Clay,1st Round,3,7/15/15,,Cirstea S.,Karatantcheva S.,165,96,309,628,Win,25.26488706,0,0,0,0,0,0,N/A
8448,WTA,International,Bucharest Open,Bucharest,Outdoor,Clay,2nd Round,3,7/16/15,,Cirstea S.,Mitu A.,165,78,309,758,Loss,25.26488706,0,0,0,0,0,0,N/A
8449,WTA,International,Rio Open,Rio de Janeiro,Outdoor,Clay,1st Round,3,2/15/16,18:05:00,Cirstea S.,Haddad Maia B.,199,228,255,218,Win,25.85900068,1,2,52,30,18,14,0.423076923
8450,WTA,International,Rio Open,Rio de Janeiro,Outdoor,Clay,2nd Round,3,2/17/16,16:35:00,Cirstea S.,Hercog P.,199,83,255,775,Win,25.85900068,0,6,76,46,28,16,0.394736842
8451,WTA,International,Rio Open,Rio de Janeiro,Outdoor,Clay,Quarterfinals,3,2/19/16,21:10:00,Cirstea S.,Kovinic D.,199,50,255,1038,Win,25.85900068,1,0,56,32,21,11,0.428571429
8452,WTA,International,Rio Open,Rio de Janeiro,Outdoor,Clay,Semifinals,3,2/20/16,18:00:00,Cirstea S.,Rogers S.,199,131,255,427,Loss,25.85900068,1,1,74,42,21,15,0.432432432
8453,WTA,International,TEB BNP Paribas Istanbul Cup,Istanbul,Outdoor,Clay,1st Round,3,4/19/16,18:05:00,Cirstea S.,Tsurenko L.,138,43,419,1194,Win,26.03148528,1,2,69,41,27,12,0.405797101
8454,WTA,International,TEB BNP Paribas Istanbul Cup,Istanbul,Outdoor,Clay,2nd Round,3,4/21/16,13:05:00,Cirstea S.,Buyukakcay C.,138,118,419,519,Loss,26.03148528,0,0,55,26,10,16,0.527272727
8455,WTA,International,J&T Banka Prague Open,Prague,Outdoor,Clay,1st Round,3,4/26/16,15:00:00,Cirstea S.,Stosur S.,131,25,466,1870,Loss,26.05065024,4,4,93,44,26,22,0.52688172
8456,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/1/16,14:50:00,Cirstea S.,Jankovic J.,127,24,483,1975,Win,26.0698152,3,1,54,33,21,11,0.388888889
8457,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/3/16,21:30:00,Cirstea S.,Kovinic D.,127,52,483,1110,Win,26.0698152,2,1,62,34,23,16,0.451612903
8458,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,3rd Round,3,5/4/16,15:30:00,Cirstea S.,Siegemund L.,127,44,483,1180,Win,26.0698152,1,2,86,52,28,21,0.395348837
8459,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,Quarterfinals,3,5/5/16,15:00:00,Cirstea S.,Cibulkova D.,127,38,483,1301,Loss,26.0698152,2,3,93,57,35,20,0.387096774
8460,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,3,5/24/16,18:00:00,Cirstea S.,Svitolina E.,97,20,693,2416,Loss,26.12731006,1,2,48,28,16,6,0.416666667
8461,WTA,International,Mallorca Open,Mallorca,Outdoor,Grass,1st Round,3,6/14/16,12:10:00,Cirstea S.,Putintseva Y.,97,36,703,1385,Win,26.18480493,5,1,69,44,31,14,0.362318841
8462,WTA,International,Mallorca Open,Mallorca,Outdoor,Grass,2nd Round,3,6/15/16,11:05:00,Cirstea S.,Hantuchova D.,97,163,703,349,Win,26.18480493,3,3,57,34,27,12,0.403508772
8463,WTA,International,Mallorca Open,Mallorca,Outdoor,Grass,Quarterfinals,3,6/17/16,18:05:00,Cirstea S.,Jankovic J.,97,25,703,1890,Loss,26.18480493,0,5,61,27,14,14,0.557377049
8464,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,3,6/29/16,17:10:00,Cirstea S.,Kvitova P.,85,10,771,2876,Loss,26.22313484,2,4,48,32,18,4,0.333333333
8465,WTA,International,Ericsson Open,Bastad,Outdoor,Clay,1st Round,3,7/19/16,11:45:00,Cirstea S.,Beck A.,88,37,745,1455,Loss,26.28062971,2,4,76,48,26,11,0.368421053
8466,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/29/16,22:35:00,Cirstea S.,Bogdan A.,86,116,758,529,Loss,26.39561944,5,1,77,47,29,13,0.38961039
8467,WTA,International,Tashkent Open,Tashkent,Outdoor,Hard,1st Round,3,9/27/16,07:45:00,Cirstea S.,Schiavone F.,85,102,775,652,Loss,26.47227926,0,2,59,35,17,11,0.406779661
8468,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,1st Round,3,10/10/16,15:45:00,Cirstea S.,Bertens K.,83,23,775,1830,Win,26.51060917,0,3,48,28,20,7,0.416666667
8469,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,2nd Round,3,10/12/16,13:45:00,Cirstea S.,Dodin O.,83,89,775,717,Loss,26.51060917,3,4,55,36,26,4,0.345454545
8470,WTA,International,BGL BNP Paribas Luxembourg Open,Luxembourg,Indoor,Hard,1st Round,3,10/18/16,14:05:00,Cirstea S.,Smitkova T.,82,196,787,271,Loss,26.52977413,1,5,58,33,17,13,0.431034483
8471,WTA,International,Shenzhen Open,Shenzhen,Outdoor,Hard,1st Round,3,1/1/17,08:30:00,Cirstea S.,Kucova K.,78,80,787,778,Win,26.74058864,3,2,96,58,38,18,0.395833333
8472,WTA,International,Shenzhen Open,Shenzhen,Outdoor,Hard,2nd Round,3,1/3/17,07:25:00,Cirstea S.,Radwanska A.,78,3,787,5600,Loss,26.74058864,2,2,66,35,13,15,0.46969697
8473,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/16/17,03:10:00,Cirstea S.,Khromacheva I.,78,95,799,682,Win,26.77891855,4,5,72,43,32,15,0.402777778
8474,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,2nd Round,3,1/18/17,05:40:00,Cirstea S.,Suarez Navarro C.,78,12,799,2985,Win,26.77891855,0,5,62,36,24,11,0.419354839
8475,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,3rd Round,3,1/20/17,06:45:00,Cirstea S.,Riske A.,78,42,799,1247,Win,26.77891855,5,1,59,33,24,17,0.440677966
8476,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,4th Round,3,1/22/17,07:45:00,Cirstea S.,Muguruza G.,78,7,799,4420,Loss,26.77891855,1,3,57,33,19,11,0.421052632
8477,WTA,International,Taiwan Open,Taipei,Outdoor,Hard,1st Round,3,1/30/17,04:05:00,Cirstea S.,Ozaki R.,59,94,1009,690,Loss,26.81724846,1,0,62,36,18,14,0.419354839
8478,WTA,International,Hungarian Ladies Open,Budapest,Indoor,Hard,1st Round,3,2/22/17,15:10:00,Cirstea S.,Witthoeft C.,67,83,885,754,Loss,26.87474333,4,7,59,33,21,9,0.440677966
8479,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,1st Round,3,3/8/17,19:05:00,Cirstea S.,Niculescu M.,66,45,882,1285,Loss,26.91307324,3,1,71,45,25,7,0.366197183
8480,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,1st Round,3,3/23/17,01:10:00,Cirstea S.,Puig M.,65,40,877,1300,Win,26.95140315,1,3,47,20,12,15,0.574468085
8481,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/24/17,19:45:00,Cirstea S.,Sevastova A.,65,25,877,1725,Win,26.95140315,3,4,104,50,32,20,0.519230769
8482,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,3rd Round,3,3/26/17,04:40:00,Cirstea S.,Wozniacki C.,65,14,877,3225,Loss,26.95140315,1,2,60,32,15,11,0.466666667
8483,WTA,International,Ladies Open Biel Bienne,Biel,Indoor,Hard,1st Round,3,4/11/17,12:00:00,Cirstea S.,Vekic D.,61,82,908,707,Loss,27.00889802,0,2,65,32,23,10,0.507692308
8484,WTA,International,Istanbul Cup,Istanbul,Outdoor,Clay,1st Round,3,4/25/17,09:05:00,Cirstea S.,Ferro F.,66,208,873,252,Win,27.04722793,2,3,44,20,18,16,0.545454545
8485,WTA,International,Istanbul Cup,Istanbul,Outdoor,Clay,2nd Round,3,4/26/17,15:45:00,Cirstea S.,Sakkari M.,66,96,873,631,Win,27.04722793,1,3,60,32,22,15,0.466666667
8486,WTA,International,Istanbul Cup,Istanbul,Outdoor,Clay,Quarterfinals,3,4/28/17,19:25:00,Cirstea S.,Svitolina E.,66,13,873,3740,Loss,27.04722793,0,4,74,34,21,17,0.540540541
8487,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/7/17,17:45:00,Cirstea S.,Pavlyuchenkova A.,83,16,701,2635,Win,27.08555784,1,2,120,65,40,30,0.458333333
8488,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/9/17,15:05:00,Cirstea S.,Bellis C.,83,55,701,1025,Win,27.08555784,7,0,57,39,30,11,0.315789474
8489,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,3rd Round,3,5/10/17,15:05:00,Cirstea S.,Doi M.,83,53,701,1070,Win,27.08555784,11,3,84,47,35,20,0.44047619
8490,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,Quarterfinals,3,5/11/17,14:35:00,Cirstea S.,Mladenovic K.,83,17,701,2375,Loss,27.08555784,1,3,59,40,23,10,0.322033898
8491,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,1st Round,3,5/21/17,12:25:00,Cirstea S.,Niculescu M.,67,53,915,1110,Win,27.12388775,0,1,46,25,16,10,0.456521739
8492,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,2nd Round,3,5/23/17,12:55:00,Cirstea S.,Lepchenko V.,67,68,915,865,Win,27.12388775,1,4,86,47,37,20,0.453488372
8493,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,Quarterfinals,3,5/26/17,17:15:00,Cirstea S.,Putintseva Y.,67,28,915,1545,Win,27.12388775,1,4,96,70,44,11,0.270833333
8494,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,Semifinals,3,5/26/17,14:00:00,Cirstea S.,Krejcikova B.,67,254,915,196,Loss,27.12388775,4,5,89,53,33,15,0.404494382
8495,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,3,5/30/17,10:00:00,Cirstea S.,Peng S.,64,36,1012,1400,Win,27.1430527,2,4,49,27,21,11,0.448979592
8496,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,3,6/1/17,17:10:00,Cirstea S.,Suarez Navarro C.,64,23,1012,1800,Loss,27.1430527,1,1,71,44,22,13,0.38028169
8497,WTA,Premier,AEGON International,Eastbourne,Outdoor,Grass,1st Round,3,6/26/17,11:05:00,Cirstea S.,Siniakova K.,62,39,977,1343,Win,27.21971253,3,1,48,32,25,9,0.333333333
8498,WTA,Premier,AEGON International,Eastbourne,Outdoor,Grass,2nd Round,3,6/28/17,14:35:00,Cirstea S.,Konta J.,62,7,977,4325,Loss,27.21971253,2,1,57,32,19,8,0.438596491
8499,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,3,7/4/17,11:35:00,Cirstea S.,Bertens K.,63,24,994,1685,Win,27.23887748,0,1,75,37,28,22,0.506666667
8500,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,3,7/6/17,14:40:00,Cirstea S.,Mattek-Sands B.,63,103,994,615,Win,27.23887748,0,7,93,52,32,17,0.440860215
8501,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,3rd Round,3,7/8/17,11:30:00,Cirstea S.,Muguruza G.,63,15,994,3060,Loss,27.23887748,2,0,57,41,18,9,0.280701754
8502,WTA,International,Bucharest Open,Bucharest,Outdoor,Clay,1st Round,3,7/18/17,12:05:00,Cirstea S.,Bogdan A.,53,108,1098,568,Loss,27.27720739,3,7,64,37,23,11,0.421875
8503,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,1st Round,3,8/8/17,16:05:00,Cirstea S.,Garcia C.,54,21,1098,2005,Loss,27.33470226,3,5,102,60,39,17,0.411764706
8504,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/29/17,16:05:00,Cirstea S.,Kerkhove L.,54,171,1096,323,Win,27.39219713,4,4,69,44,35,10,0.362318841
8505,WTA,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,3,8/31/17,16:05:00,Cirstea S.,Ostapenko J.,54,12,1096,3382,Loss,27.39219713,6,6,71,39,27,12,0.450704225
8506,WTA,International,Korea Open,Seoul,Outdoor,Hard,1st Round,3,9/18/17,06:00:00,Cirstea S.,Eguchi M.,52,490,1107,60,Win,27.44969199,5,3,50,30,24,9,0.4
8507,WTA,International,Korea Open,Seoul,Outdoor,Hard,2nd Round,3,9/21/17,06:55:00,Cirstea S.,Gibbs N.,52,121,1107,519,Win,27.44969199,3,0,70,38,23,18,0.457142857
8508,WTA,International,Korea Open,Seoul,Outdoor,Hard,Quarterfinals,3,9/22/17,03:05:00,Cirstea S.,Kumkhum L.,52,155,1107,363,Loss,27.44969199,1,1,47,24,10,10,0.489361702
8509,WTA,Premier,Wuhan Open,Wuhan,Outdoor,Hard,1st Round,3,9/24/17,14:20:00,Cirstea S.,Wang Yaf.,46,141,1166,417,Win,27.46885695,2,2,64,39,25,15,0.390625
8510,WTA,Premier,Wuhan Open,Wuhan,Outdoor,Hard,2nd Round,3,9/26/17,08:45:00,Cirstea S.,Wang Q.,46,55,1166,1065,Loss,27.46885695,0,3,49,25,12,5,0.489795918
8511,WTA,Premier,China Open,Beijing,Outdoor,Hard,1st Round,3,9/30/17,09:20:00,Cirstea S.,Barthel M.,44,48,1225,1123,Win,27.4880219,2,2,56,29,20,17,0.482142857
8512,WTA,Premier,China Open,Beijing,Outdoor,Hard,2nd Round,3,10/3/17,10:25:00,Cirstea S.,Mchale C.,44,71,1225,835,Win,27.4880219,1,3,54,35,24,9,0.351851852
8513,WTA,Premier,China Open,Beijing,Outdoor,Hard,3rd Round,3,10/5/17,05:35:00,Cirstea S.,Pliskova Ka.,44,4,1225,5605,Win,27.4880219,3,1,69,42,29,9,0.391304348
8514,WTA,Premier,China Open,Beijing,Outdoor,Hard,Quarterfinals,3,10/6/17,08:25:00,Cirstea S.,Ostapenko J.,44,8,1225,4130,Loss,27.4880219,1,2,62,34,16,14,0.451612903
8515,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,1st Round,3,10/11/17,11:05:00,Cirstea S.,Van Uytvanck A.,37,85,1425,729,Win,27.50718686,2,1,80,48,36,14,0.4
8516,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,2nd Round,3,10/12/17,19:30:00,Cirstea S.,Vikhlyantseva N.,37,69,1425,893,Win,27.50718686,9,2,89,57,44,13,0.359550562
8517,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,Quarterfinals,3,10/13/17,19:00:00,Cirstea S.,Rybarikova M.,37,28,1425,1773,Loss,27.50718686,0,2,95,68,36,6,0.284210526
8518,WTA,International,BGL BNP Paribas Luxembourg Open,Luxembourg,Indoor,Hard,1st Round,3,10/16/17,14:35:00,Cirstea S.,Cepede Royg V.,37,78,1455,783,Loss,27.52635181,1,3,61,34,25,8,0.442622951
8519,WTA,Premier,Brisbane International,Brisbane,Outdoor,Hard,1st Round,3,1/1/18,02:30:00,Cirstea S.,Brady J.,37,65,1455,947,Win,27.73716632,6,1,72,44,36,13,0.388888889
8520,WTA,Premier,Brisbane International,Brisbane,Outdoor,Hard,2nd Round,3,1/2/18,05:00:00,Cirstea S.,Sevastova A.,37,16,1455,2475,Loss,27.73716632,2,6,51,27,14,4,0.470588235
8521,WTA,International,Hobart International,Hobart,Outdoor,Hard,1st Round,3,1/8/18,03:35:00,Cirstea S.,Watson H.,37,74,1480,816,Loss,27.75633128,1,6,86,49,29,14,0.430232558
8522,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/16/18,02:10:00,Cirstea S.,Diyas Z.,36,60,1480,996,Win,27.77549624,6,3,114,52,30,33,0.543859649
8523,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,2nd Round,3,1/18/18,03:10:00,Cirstea S.,Safarova L.,36,29,1480,1650,Loss,27.77549624,4,3,59,34,22,8,0.423728814
8524,WTA,International,Ladies Trophy,St. Petersburg,Indoor,Hard,1st Round,3,1/30/18,17:40:00,Cirstea S.,Cibulkova D.,36,26,1310,1740,Loss,27.81382615,4,2,69,40,22,12,0.420289855
8525,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,1st Round,3,2/13/18,13:55:00,Cirstea S.,Sakkari M.,38,60,1310,937,Win,27.85215606,1,1,53,28,23,13,0.471698113
